,Alias	Type	Experiment	Species	Variety	ExperimentModalities	Repetition,URI
356,357/DZ_PG_24/ZM4342/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG131	WD2	2,test/m3p/2020/aProject/pl20000357
357,358/DKC4590/XXXX/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	DKC4590	WD2	2,test/m3p/2020/aProject/pl20000358
358,359/DZ_PG_34/ZM4384/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG159	WD2	2,test/m3p/2020/aProject/pl20000359
359,360/DZ_PG_41/ZM4378/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG181	WD2	2,test/m3p/2020/aProject/pl20000360
360,361/DZ_PG_03/ZM4377/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG017	WD2	2,test/m3p/2020/aProject/pl20000361
361,362/DZ_PG_27/ZM4354/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG103	WD2	2,test/m3p/2020/aProject/pl20000362
362,363/DZ_PG_25/ZM4382/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG136	WD2	2,test/m3p/2020/aProject/pl20000363
363,364/DZ_PG_16/ZM4359/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG109	WD2	2,test/m3p/2020/aProject/pl20000364
364,365/DZ_PG_44/ZM4369/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG189	WD2	2,test/m3p/2020/aProject/pl20000365
365,366/DZ_PG_10/ZM4365/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG073	WD2	2,test/m3p/2020/aProject/pl20000366
366,367/DZ_PG_21/ZM4360/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG120	WD2	2,test/m3p/2020/aProject/pl20000367
367,368/DZ_PG_45/ZM4385/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG194	WD2	2,test/m3p/2020/aProject/pl20000368
368,369/DZ_PG_35/ZM4358/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG164	WD2	2,test/m3p/2020/aProject/pl20000369
369,370/DZ_PG_08/ZM4343/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG063	WD2	2,test/m3p/2020/aProject/pl20000370
370,371/DKC4590/XXXX/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	DKC4590	WD2	2,test/m3p/2020/aProject/pl20000371
371,372/DKC4590/XXXX/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	DKC4590	WD2	2,test/m3p/2020/aProject/pl20000372
372,373/DZ_PG_17/ZM4348/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG110	WD2	2,test/m3p/2020/aProject/pl20000373
373,374/DZ_PG_07/ZM4351/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG062	WD2	2,test/m3p/2020/aProject/pl20000374
374,375/DZ_PG_20/ZM4344/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG119	WD2	2,test/m3p/2020/aProject/pl20000375
375,376/DZ_PG_09/ZM4368/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG066	WD2	2,test/m3p/2020/aProject/pl20000376
376,377/DZ_PG_22/ZM4349/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG121	WD2	2,test/m3p/2020/aProject/pl20000377
377,378/DZ_PG_13/ZM4379/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG089	WD2	2,test/m3p/2020/aProject/pl20000378
378,379/DZ_PG_63/ZM4392/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG304	WD2	2,test/m3p/2020/aProject/pl20000379
379,380/DZ_PG_50/ZM4363/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG233	WD2	2,test/m3p/2020/aProject/pl20000380
380,381/DZ_PG_47/ZM4362/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG202	WD2	2,test/m3p/2020/aProject/pl20000381
381,382/DZ_PG_31/ZM4347/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG153	WD2	2,test/m3p/2020/aProject/pl20000382
382,383/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG312	WD2	2,test/m3p/2020/aProject/pl20000383
383,384/DZ_PG_52/ZM4370/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG239	WD2	2,test/m3p/2020/aProject/pl20000384
384,385/DZ_PG_72/ZM4398/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG314	WD2	2,test/m3p/2020/aProject/pl20000385
385,386/DZ_PG_30/ZM4361/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG152	WD2	2,test/m3p/2020/aProject/pl20000386
386,387/DZ_PG_23/ZM4388/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG128	WD2	2,test/m3p/2020/aProject/pl20000387
387,388/DZ_PG_05/ZM4357/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG026	WD2	2,test/m3p/2020/aProject/pl20000388
388,389/DZ_PG_66/ZM4391/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG318	WD2	2,test/m3p/2020/aProject/pl20000389
389,390/DZ_PG_51/ZM4350/WD2/2/DIA2017-05-19	Plant	DIA2017	Maize	iPG234	WD2	2,test/m3p/2020/aProject/pl20000390
